refOTU designation,A1,A2a,A2b,A2c,A3a,A3b,A4,A5,B1,B2,B3,B4,B5,C1,C2,C3,C4,C5
V3_Bacteroides_refOTU_134,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,16,2,2
V3_Bacteroides_refOTU_135,0,0,0,0,0,0,0,0,1,6,5,3,8,0,0,0,0,0
V3_Bacteroides_refOTU_136,3,0,5,0,0,0,0,2,0,0,0,0,0,0,4,5,4,0
V3_Bacteroides_refOTU_137,0,4,5,2,0,2,4,0,0,0,0,0,0,0,1,2,2,2
V3_Bacteroides_refOTU_138,0,0,0,0,0,0,0,0,4,3,11,3,1,0,0,0,0,0
V3_Bacteroides_refOTU_139,2,0,0,0,0,0,2,2,1,4,2,5,4,1,0,0,0,0
V3_Bacteroides_refOTU_140,2,2,0,0,0,0,14,0,0,0,0,0,0,0,0,2,4,0
V3_Bacteroides_refOTU_141,0,0,2,0,2,0,0,0,0,0,0,0,0,7,4,2,0,6
V3_Bacteroides_refOTU_142,2,2,0,4,0,6,0,2,0,0,0,0,0,1,1,2,2,1
V3_Bacteroides_refOTU_143,0,4,2,0,6,4,0,2,0,0,0,0,0,1,1,2,0,1
V3_Bacteroides_refOTU_144,2,0,0,0,0,0,0,4,0,0,0,0,0,4,3,7,2,1
V3_Bacteroides_refOTU_145,0,0,0,0,0,0,0,0,1,4,8,5,4,0,0,0,0,0
V3_Bacteroides_refOTU_146,0,2,2,0,0,0,0,2,1,1,0,3,4,0,1,0,4,2
V3_Bacteroides_refOTU_147,0,0,0,0,0,0,4,0,1,0,11,0,1,0,3,0,0,2
V3_Bacteroides_refOTU_148,0,0,0,0,0,0,0,0,4,2,8,7,1,0,0,0,0,0
V3_Bacteroides_refOTU_149,0,0,3,0,0,2,4,2,0,1,0,0,0,1,0,0,4,5
V3_Bacteroides_refOTU_150,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0
V3_Bacteroides_refOTU_151,0,4,5,0,0,0,2,0,0,1,0,0,1,0,1,2,4,2
V3_Bacteroides_refOTU_152,3,4,0,2,4,0,0,0,0,0,0,0,0,0,0,2,0,7
V3_Bacteroides_refOTU_153,0,0,2,6,2,8,0,0,0,0,0,0,0,1,0,2,0,0
V3_Bacteroides_refOTU_154,5,0,0,0,0,0,0,0,0,0,0,0,0,3,1,11,0,1
V3_Bacteroides_refOTU_155,0,0,5,0,0,0,2,0,0,0,0,0,0,1,1,7,0,4
V3_Bacteroides_refOTU_156,0,0,0,0,0,0,0,0,3,4,0,7,7,0,0,0,0,0
V3_Bacteroides_refOTU_157,0,2,8,0,0,0,4,0,0,0,0,0,0,0,0,4,2,1
V3_Bacteroides_refOTU_158,0,2,2,2,0,0,0,4,0,0,2,2,1,0,1,0,0,5
V3_Bacteroides_refOTU_159,0,0,0,4,0,0,0,0,3,1,2,2,5,0,1,0,0,2
V3_Bacteroides_refOTU_160,0,0,0,0,0,0,0,0,0,1,9,7,3,0,0,0,0,0
V3_Bacteroides_refOTU_161,0,2,0,0,0,0,0,0,1,2,2,0,3,0,3,0,2,5
V3_Bacteroides_refOTU_162,0,0,0,2,0,0,0,0,0,0,6,0,0,3,4,2,2,0
V3_Bacteroides_refOTU_163,2,4,0,2,0,0,0,0,0,0,0,0,0,9,0,4,0,0
V3_Bacteroides_refOTU_164,2,0,0,0,2,10,0,0,0,0,0,0,0,3,1,0,0,1
V3_Bacteroides_refOTU_165,0,0,0,0,0,0,0,4,0,0,0,0,0,4,3,7,0,1
V3_Bacteroides_refOTU_166,2,0,0,0,0,0,0,4,0,0,0,0,0,4,0,5,2,2
V3_Bacteroides_refOTU_167,2,0,0,0,0,0,2,0,0,0,9,0,1,1,1,2,0,0
V3_Bacteroides_refOTU_168,0,5,0,0,0,8,2,0,0,0,0,0,0,0,1,0,0,2
V3_Bacteroides_refOTU_169,2,0,2,6,0,2,0,0,0,0,0,0,0,0,3,2,0,3
V3_Bacteroides_refOTU_170,0,0,0,0,0,0,0,0,0,1,2,3,11,0,0,0,0,2
V3_Bacteroides_refOTU_171,0,0,0,0,0,0,0,0,3,4,8,3,0,0,0,0,0,0
V3_Bacteroides_refOTU_172,0,0,0,0,0,0,0,0,3,3,8,2,3,0,0,0,0,0
V3_Bacteroides_refOTU_173,0,4,0,0,0,0,0,2,3,2,0,3,0,0,1,0,0,3
V3_Bacteroides_refOTU_174,5,0,0,0,0,0,2,0,0,0,0,0,0,1,3,7,0,0
V3_Bacteroides_refOTU_175,0,0,3,0,6,2,0,2,0,0,0,0,0,0,0,2,0,3
V3_Bacteroides_refOTU_176,2,2,2,0,0,8,0,2,0,0,0,0,0,0,0,0,2,1
V3_Bacteroides_refOTU_177,5,0,0,0,0,0,0,2,0,0,0,0,0,6,0,5,0,0
V3_Bacteroides_refOTU_178,0,0,0,0,0,0,0,0,3,1,6,3,4,0,0,0,0,0
V3_Bacteroides_refOTU_179,0,0,0,0,0,0,0,2,0,1,8,0,4,0,3,0,0,0
V3_Bacteroides_refOTU_180,3,0,0,0,0,0,2,0,1,0,8,2,1,0,0,0,0,0
V3_Bacteroides_refOTU_181,2,0,0,0,0,0,0,2,0,0,0,0,0,1,0,13,0,0
V3_Bacteroides_refOTU_182,0,5,0,4,0,0,0,0,0,1,0,2,1,0,0,0,2,2
V3_Bacteroides_refOTU_183,2,0,2,0,0,0,2,0,0,1,0,0,3,3,4,0,0,1
V3_Bacteroides_refOTU_184,0,0,0,0,0,0,0,0,1,8,0,7,1,0,0,0,0,0
V3_Bacteroides_refOTU_185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,0,1
V3_Bacteroides_refOTU_186,0,0,3,0,0,0,0,0,4,2,5,0,1,0,0,0,0,1
V3_Bacteroides_refOTU_187,0,0,0,0,0,0,0,0,3,5,0,5,1,0,0,0,2,0
V3_Bacteroides_refOTU_188,5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,9,0,0
V3_Bacteroides_refOTU_189,0,2,3,0,0,4,0,0,0,0,0,0,0,0,0,4,2,2
V3_Bacteroides_refOTU_190,0,0,0,0,0,0,4,0,0,4,0,0,3,0,3,2,0,1
V3_Bacteroides_refOTU_191,0,0,0,0,0,0,0,0,3,1,2,7,4,0,0,0,0,0
V3_Bacteroides_refOTU_192,0,2,0,4,0,0,0,0,0,5,2,0,1,1,0,0,0,1
V3_Bacteroides_refOTU_193,2,0,2,4,0,2,0,2,0,0,0,0,0,0,0,2,2,1
V3_Bacteroides_refOTU_194,0,2,2,6,0,0,0,0,0,0,0,0,0,0,0,4,0,3
V3_Bacteroides_refOTU_195,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,9,0,2
V3_Bacteroides_refOTU_196,0,0,0,0,0,0,0,0,0,0,11,3,1,0,0,0,0,0
V3_Bacteroides_refOTU_197,0,0,0,0,0,0,2,2,0,0,3,0,1,3,1,0,2,1
V3_Bacteroides_refOTU_198,2,2,3,0,0,0,2,0,0,0,0,0,0,1,0,4,2,0
V3_Bacteroides_refOTU_199,0,0,0,0,0,0,0,0,1,4,3,0,4,0,1,0,0,1
V3_Bacteroides_refOTU_200,2,2,2,2,0,0,0,0,0,1,2,2,3,0,1,0,0,0
V3_Bacteroides_refOTU_201,2,0,0,0,0,0,0,0,0,4,9,0,0,0,0,0,0,0
V3_Bacteroides_refOTU_202,0,0,0,0,0,0,0,0,1,3,3,3,4,0,0,0,0,0
V3_Bacteroides_refOTU_203,0,0,2,0,0,2,0,2,0,0,0,0,0,1,1,2,2,3
V3_Bacteroides_refOTU_204,0,0,0,0,0,0,0,0,4,4,0,5,1,0,0,0,0,0
V3_Bacteroides_refOTU_205,0,2,0,0,4,0,0,0,1,0,2,0,0,1,0,2,0,3
V3_Bacteroides_refOTU_206,3,0,2,0,0,4,0,0,0,0,0,0,0,3,1,0,0,2
V3_Bacteroides_refOTU_207,0,0,2,0,6,0,0,0,0,0,0,0,0,0,7,0,0,0
V3_Bacteroides_refOTU_208,2,0,0,0,0,0,0,0,4,1,0,5,0,3,0,0,0,0
V3_Bacteroides_refOTU_209,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,7,2,0
V3_Bacteroides_refOTU_210,0,0,2,0,0,0,0,2,0,0,0,0,0,3,0,4,4,1
V3_Bacteroides_refOTU_211,2,0,2,0,0,10,0,0,0,0,0,0,0,0,1,0,0,0
V3_Bacteroides_refOTU_212,0,0,0,0,0,0,0,0,0,5,0,7,3,0,0,0,0,0
V3_Bacteroides_refOTU_213,0,0,0,0,0,0,0,0,0,2,6,3,3,0,0,0,0,0
V3_Bacteroides_refOTU_214,0,0,0,0,8,0,0,2,0,0,0,0,0,4,0,0,0,0
V3_Bacteroides_refOTU_215,0,0,0,0,0,0,0,0,0,0,11,3,0,0,0,0,0,0
V3_Bacteroides_refOTU_216,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0
V3_Bacteroides_refOTU_217,2,2,2,0,0,0,0,0,0,0,0,0,0,1,3,2,2,1
V3_Bacteroides_refOTU_218,8,0,0,0,0,0,0,2,0,0,0,0,0,0,1,2,0,1
V3_Bacteroides_refOTU_219,3,0,0,0,0,0,2,0,0,0,0,0,0,0,1,5,2,0
V3_Bacteroides_refOTU_220,2,0,0,0,0,0,0,0,0,2,3,0,1,1,4,0,0,0
V3_Bacteroides_refOTU_221,0,7,0,2,0,0,2,0,0,0,0,0,0,0,0,0,2,1
V3_Bacteroides_refOTU_222,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,5,0,1
V3_Bacteroides_refOTU_223,0,0,0,0,0,0,0,0,0,1,13,0,0,0,0,0,0,0
V3_Bacteroides_refOTU_224,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,11,0,1
V3_Bacteroides_refOTU_225,0,0,2,0,0,0,4,0,0,0,0,0,0,1,0,4,2,1
V3_Bacteroides_refOTU_226,2,0,0,0,0,0,0,0,1,0,5,0,1,1,0,2,0,1
V3_Bacteroides_refOTU_227,0,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0
V3_Bacteroides_refOTU_228,0,0,0,0,0,0,0,0,3,2,0,0,8,0,0,0,0,0
V3_Bacteroides_refOTU_229,0,0,0,0,0,0,2,0,1,0,6,3,0,0,0,0,0,0
V3_Bacteroides_refOTU_230,2,0,0,0,0,0,0,0,0,0,5,0,0,1,0,5,0,0
V3_Bacteroides_refOTU_231,0,2,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0,2
V3_Bacteroides_refOTU_232,0,0,0,0,0,0,0,0,1,1,0,5,5,0,0,0,0,0
V3_Bacteroides_refOTU_233,0,0,0,0,0,0,0,0,0,2,5,3,3,0,0,0,0,0
V3_Bacteroides_refOTU_234,0,0,2,2,0,4,2,2,0,0,0,0,0,1,0,0,0,0
V3_Bacteroides_refOTU_235,0,2,0,0,4,2,0,0,0,0,0,0,0,1,1,0,0,2
V3_Bacteroides_refOTU_236,0,0,2,0,0,0,2,0,0,0,0,0,0,1,3,2,2,1
V3_Bacteroides_refOTU_237,0,0,0,2,0,0,4,0,0,0,0,0,0,1,0,5,0,0
V3_Bacteroides_refOTU_238,0,0,0,0,0,0,0,0,0,1,3,9,0,0,0,0,0,0
V3_Bacteroides_refOTU_239,2,0,3,0,0,2,0,0,0,0,0,0,0,1,1,0,0,3
V3_Bacteroides_refOTU_240,0,4,0,0,0,0,2,0,0,0,0,0,0,1,0,4,2,0
V3_Bacteroides_refOTU_241,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0
V3_Bacteroides_refOTU_242,0,0,0,0,0,0,0,0,1,3,2,3,3,0,0,0,0,0
V3_Bacteroides_refOTU_243,3,0,2,0,0,0,0,0,0,0,5,0,1,0,1,0,0,0
V3_Bacteroides_refOTU_244,0,0,2,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5
V3_Bacteroides_refOTU_245,3,0,0,0,0,0,2,0,0,0,0,0,0,0,1,5,0,0
V3_Bacteroides_refOTU_246,0,0,2,0,0,0,2,0,0,0,0,0,0,0,4,0,2,2
V3_Bacteroides_refOTU_247,0,0,0,0,0,0,0,0,0,2,0,9,1,0,0,0,0,0
V3_Bacteroides_refOTU_248,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,10
V3_Bacteroides_refOTU_249,3,0,0,0,0,0,0,2,0,0,0,0,0,0,1,5,0,0
V3_Bacteroides_refOTU_250,3,0,0,0,0,0,0,2,0,0,0,0,0,1,0,5,0,0
V3_Bacteroides_refOTU_251,0,2,0,0,0,2,0,2,0,0,0,0,0,1,0,2,0,3
V3_Bacteroides_refOTU_252,0,0,0,2,0,6,0,2,0,0,0,0,0,0,0,2,0,0
V3_Bacteroides_refOTU_253,0,0,0,0,0,0,0,0,1,1,6,0,3,0,0,0,0,0
V3_Bacteroides_refOTU_254,2,4,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,3
V3_Bacteroides_refOTU_255,0,0,2,0,0,0,2,0,0,3,2,2,0,0,1,0,0,0
V3_Bacteroides_refOTU_256,0,0,0,0,0,0,2,0,1,3,2,2,0,0,1,0,0,0
V3_Bacteroides_refOTU_257,0,0,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V3_Bacteroides_refOTU_258,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,2,6,0
V3_Bacteroides_refOTU_259,0,0,0,0,0,0,0,0,3,1,0,2,5,0,0,0,0,0
V3_Bacteroides_refOTU_260,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1
V3_Bacteroides_refOTU_261,3,0,0,0,2,2,0,0,0,0,0,0,0,0,0,2,0,2
V3_Bacteroides_refOTU_262,0,0,3,2,0,0,2,2,0,0,0,0,0,0,0,0,2,0
V3_Bacteroides_refOTU_263,0,0,0,0,0,0,0,0,3,2,3,0,3,0,0,0,0,0
V3_Bacteroides_refOTU_264,0,0,0,0,0,0,0,0,1,3,0,3,3,0,0,0,0,0
V3_Bacteroides_refOTU_265,2,0,0,0,0,0,0,2,3,0,0,0,1,3,0,0,0,0
V3_Bacteroides_refOTU_266,0,0,0,0,0,0,0,0,0,3,0,3,4,0,0,0,0,0
V3_Bacteroides_refOTU_267,0,0,0,0,0,0,0,0,1,0,5,2,3,0,0,0,0,0
V3_Bacteroides_refOTU_268,0,0,2,0,0,0,0,4,0,0,0,0,0,1,0,2,2,0
V3_Bacteroides_refOTU_269,0,2,0,2,0,0,0,0,0,2,5,0,0,0,0,0,0,0
V3_Bacteroides_refOTU_270,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0,0,0,0
V3_Bacteroides_refOTU_271,0,0,0,0,0,6,0,2,0,0,0,0,0,1,0,0,0,1
V3_Bacteroides_refOTU_272,0,0,0,0,0,0,0,0,0,8,2,0,1,0,0,0,0,0
V3_Bacteroides_refOTU_273,0,0,0,0,0,0,0,0,3,0,2,0,1,1,0,0,2,1
V3_Bacteroides_refOTU_274,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,2,0
V3_Bacteroides_refOTU_275,0,0,0,0,0,0,0,0,1,1,0,5,3,0,0,0,0,0
V3_Bacteroides_refOTU_276,0,0,5,2,0,0,0,0,0,0,0,0,0,0,1,0,2,0
V3_Bacteroides_refOTU_277,0,0,2,0,0,0,0,2,0,0,0,0,0,1,1,2,2,0
V3_Bacteroides_refOTU_278,0,0,3,2,0,2,0,0,0,0,0,0,0,0,3,0,0,0
V3_Bacteroides_refOTU_279,0,0,0,0,0,0,0,0,0,4,0,2,4,0,0,0,0,0
V3_Bacteroides_refOTU_280,0,2,0,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0
V3_Bacteroides_refOTU_281,2,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,2,0
V3_Bacteroides_refOTU_282,0,0,0,4,0,0,0,0,3,0,0,0,1,1,0,0,0,0
V3_Bacteroides_refOTU_283,0,0,0,0,0,0,0,0,0,1,0,9,0,0,0,0,0,0
V3_Bacteroides_refOTU_284,2,4,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
V3_Bacteroides_refOTU_285,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1
V3_Bacteroides_refOTU_286,0,0,0,0,0,0,0,0,0,1,0,2,7,0,0,0,0,0
V3_Bacteroides_refOTU_287,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0
V3_Bacteroides_refOTU_288,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,2,0
V3_Bacteroides_refOTU_289,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5,0,0
V3_Bacteroides_refOTU_290,2,0,0,0,0,0,2,0,0,0,0,0,0,1,1,2,0,1
V3_Bacteroides_refOTU_291,0,0,0,0,0,0,0,0,0,0,5,2,1,0,1,0,0,0
V3_Bacteroides_refOTU_292,0,0,0,0,0,0,0,0,0,0,8,0,1,0,0,0,0,0
V3_Bacteroides_refOTU_293,2,2,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
V3_Bacteroides_refOTU_294,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,6,0
V3_Bacteroides_refOTU_295,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2
V3_Bacteroides_refOTU_296,0,0,0,0,0,0,0,0,1,0,3,2,3,0,0,0,0,0
V3_Bacteroides_refOTU_297,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1
V3_Bacteroides_refOTU_298,2,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,2,1
V3_Bacteroides_refOTU_299,0,0,0,0,0,0,0,0,1,1,5,2,0,0,0,0,0,0
V3_Bacteroides_refOTU_300,0,0,0,0,0,0,0,0,1,0,0,3,4,0,0,0,0,0
V3_Bacteroides_refOTU_301,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
V3_Bacteroides_refOTU_302,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0
V3_Bacteroides_refOTU_303,0,0,0,0,0,0,0,0,0,1,3,2,1,0,1,0,0,0
V3_Bacteroides_refOTU_304,0,0,0,0,0,0,0,0,3,0,0,2,4,0,0,0,0,0
V3_Bacteroides_refOTU_305,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,2,0,1
V3_Bacteroides_refOTU_306,0,2,2,0,0,0,0,0,0,0,0,0,0,3,1,0,0,1
V3_Bacteroides_refOTU_307,0,0,0,0,0,0,0,0,0,1,5,0,1,0,1,0,0,0
V3_Bacteroides_refOTU_308,0,0,0,0,0,0,0,0,1,0,0,2,5,0,0,0,0,0
V3_Bacteroides_refOTU_309,2,2,0,2,0,0,0,0,0,0,0,0,0,0,1,2,0,0
V3_Bacteroides_refOTU_310,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,0,0
V3_Bacteroides_refOTU_311,0,0,0,0,0,0,0,0,1,1,2,2,3,0,0,0,0,0
V3_Bacteroides_refOTU_312,2,0,0,0,0,0,0,0,1,2,2,2,0,0,0,0,0,0
V3_Bacteroides_refOTU_313,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,2,1
V3_Bacteroides_refOTU_314,0,4,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,1
V3_Bacteroides_refOTU_315,0,0,2,4,0,0,0,0,0,0,0,0,0,1,1,0,0,0
V3_Bacteroides_refOTU_316,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
V3_Bacteroides_refOTU_317,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,5,0,1
V3_Bacteroides_refOTU_318,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,4,0,1
V3_Bacteroides_refOTU_319,0,0,0,0,0,0,0,0,0,2,0,3,3,0,0,0,0,0
V3_Bacteroides_refOTU_320,0,0,0,0,0,0,0,0,1,1,2,0,4,0,0,0,0,0
V3_Bacteroides_refOTU_321,0,0,0,0,0,0,0,0,0,1,0,2,5,0,0,0,0,0
V3_Bacteroides_refOTU_322,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,4,1
V3_Bacteroides_refOTU_323,0,0,0,0,0,0,0,0,0,2,2,2,3,0,0,0,0,0
V3_Bacteroides_refOTU_324,0,0,2,0,0,0,2,0,0,0,0,2,1,0,1,0,0,0
V3_Bacteroides_refOTU_325,0,0,0,0,0,0,0,0,0,3,3,2,0,0,0,0,0,0
V3_Bacteroides_refOTU_326,0,0,2,0,2,0,0,0,0,0,0,0,0,1,3,0,0,0
V3_Bacteroides_refOTU_327,0,0,0,0,0,0,0,0,1,2,0,2,3,0,0,0,0,0
V3_Bacteroides_refOTU_328,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V3_Bacteroides_refOTU_329,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1
V3_Bacteroides_refOTU_330,0,0,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0
V3_Bacteroides_refOTU_331,0,0,0,0,0,0,0,0,1,0,3,0,1,0,0,2,0,0
V3_Bacteroides_refOTU_332,0,0,0,0,0,0,0,0,0,0,5,2,1,0,0,0,0,0
V3_Bacteroides_refOTU_333,0,0,0,0,0,0,0,0,0,0,5,2,1,0,0,0,0,0
V3_Bacteroides_refOTU_334,0,0,0,0,0,0,0,0,1,3,0,2,1,0,0,0,0,0
V3_Bacteroides_refOTU_335,0,0,0,0,0,0,0,0,1,0,2,0,0,3,0,2,0,0
V3_Bacteroides_refOTU_336,0,0,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
V3_Bacteroides_refOTU_337,0,0,0,0,0,0,0,0,0,3,3,0,1,0,0,0,0,0
V3_Bacteroides_refOTU_338,0,0,0,0,0,0,0,0,1,2,0,0,4,0,0,0,0,0
V3_Bacteroides_refOTU_339,0,0,2,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0
V3_Bacteroides_refOTU_340,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,1
V3_Bacteroides_refOTU_341,0,0,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0
V3_Bacteroides_refOTU_342,0,0,0,0,0,0,0,0,1,0,3,0,0,1,1,0,0,0
V3_Bacteroides_refOTU_343,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,2,0,0
V3_Bacteroides_refOTU_344,0,0,0,0,0,0,0,0,1,0,2,3,0,0,0,0,0,1
V3_Bacteroides_refOTU_345,0,0,2,2,0,0,0,0,0,0,0,0,0,1,1,0,0,1
V3_Bacteroides_refOTU_346,0,0,0,0,0,0,0,0,1,1,3,2,0,0,0,0,0,0
V3_Bacteroides_refOTU_347,0,0,0,0,0,0,0,0,0,1,2,3,1,0,0,0,0,0
V3_Bacteroides_refOTU_348,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,5,0,0
V3_Bacteroides_refOTU_349,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
V3_Bacteroides_refOTU_350,0,0,2,0,0,0,0,2,0,0,0,0,0,1,1,0,0,1
V3_Bacteroides_refOTU_351,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0
V3_Bacteroides_refOTU_352,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,1
V3_Bacteroides_refOTU_353,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,1
V3_Bacteroides_refOTU_354,0,2,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
V3_Bacteroides_refOTU_355,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,2,2,0
V3_Bacteroides_refOTU_356,0,0,0,0,0,0,0,0,0,1,3,2,1,0,0,0,0,0
V3_Bacteroides_refOTU_357,0,0,0,0,0,0,0,0,0,1,3,2,1,0,0,0,0,0
V3_Bacteroides_refOTU_358,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0
V3_Bacteroides_refOTU_359,0,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
V3_Bacteroides_refOTU_360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0
V3_Bacteroides_refOTU_361,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0
V3_Bacteroides_refOTU_362,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0
V3_Bacteroides_refOTU_363,0,0,0,0,0,0,0,0,0,1,0,3,3,0,0,0,0,0
V3_Bacteroides_refOTU_364,0,0,0,0,0,0,0,0,0,1,5,0,1,0,0,0,0,0
V3_Bacteroides_refOTU_365,0,2,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0
V3_Bacteroides_refOTU_366,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,2,0
V3_Bacteroides_refOTU_367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3
V3_Bacteroides_refOTU_368,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0
V3_Bacteroides_refOTU_369,0,0,0,0,0,0,0,0,1,2,0,2,1,0,0,0,0,0
V3_Bacteroides_refOTU_370,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,2,0
V3_Bacteroides_refOTU_371,0,0,0,0,0,0,0,0,0,1,3,0,1,0,0,0,0,1
V3_Bacteroides_refOTU_372,0,0,0,0,0,0,0,0,0,2,0,2,3,0,0,0,0,0
V3_Bacteroides_refOTU_373,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1
V3_Bacteroides_refOTU_374,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1
V3_Bacteroides_refOTU_375,0,0,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,1
V3_Bacteroides_refOTU_376,0,0,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0,1
V3_Bacteroides_refOTU_377,0,0,0,0,0,0,0,2,0,1,2,0,0,0,0,2,0,0
V3_Bacteroides_refOTU_378,0,2,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0
V3_Bacteroides_refOTU_379,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
V3_Bacteroides_refOTU_380,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
V3_Bacteroides_refOTU_381,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
V3_Bacteroides_refOTU_382,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
V3_Bacteroides_refOTU_383,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0
V3_Bacteroides_refOTU_384,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,0,0,0
V3_Bacteroides_refOTU_385,0,2,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0
V3_Bacteroides_refOTU_386,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0
V3_Bacteroides_refOTU_387,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1
V3_Bacteroides_refOTU_388,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0
V3_Bacteroides_refOTU_389,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0
V3_Bacteroides_refOTU_390,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0
V3_Bacteroides_refOTU_391,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0
V3_Bacteroides_refOTU_392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,1
V3_Bacteroides_refOTU_393,0,0,0,0,0,0,0,0,1,1,0,3,0,0,0,0,0,0
V3_Bacteroides_refOTU_394,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
V3_Bacteroides_refOTU_395,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,2,0
